Type,Method,Regionname,Rooms,Bathroom,Car,Distance,Distance_2,YearBuilt,YearBuilt_2,YearBuilt_3,Propertycount,Log_landsize,Log_buildingarea,CPI,SC_Distance,Jan_h,Feb_t,Log_price
h,PI,Western Metropolitan,3,1,2,9.5,90.25,1990,3960100,709335592,4502,6.331501849893691,4.6443908991413725,1.0478320275234065,15.803097533653244,0,0,13.527829818844937
h,VB,Western Metropolitan,5,2,3,9.5,90.25,1985,3940225,768587967,4502,6.359573868672378,5.117993812416755,1.0478320275234065,15.78380434924507,0,0,13.592368256649284
h,VB,Southern Metropolitan,5,4,2,9.7,94.08999999999999,1980,3920400,827542592,7809,6.610696044717759,5.572154032177765,1.0478320275234065,14.78106405063441,0,0,14.690979711984754
t,PI,Southern Metropolitan,3,3,2,17.3,299.29,2007,4028049,505640249,5366,5.53338948872752,5.318119993844216,1.0478320275234065,24.954788224902632,0,0,14.430696737594902
h,S,Eastern Metropolitan,2,1,1,8.8,77.44000000000001,1960,3841600,1060398592,790,6.42648845745769,4.709350004897755,1.0478320275234065,15.34047589844964,0,0,13.716795688777268
u,PI,Southern Metropolitan,2,1,1,11.4,129.96,1967,3869089,979436529,6795,6.727431724850855,4.330733340286331,1.0478320275234065,18.452248427252364,0,0,12.923914877701906
h,PI,Southern Metropolitan,5,2,2,11.4,129.96,1950,3802500,1175059592,6795,6.3835066348840055,5.241747015059643,1.0478320275234065,19.774685743679644,0,0,14.220976332738882
h,S,Eastern Metropolitan,3,2,1,13.4,179.56,2014,4056196,420755848,4387,5.4510384535657,4.6443908991413725,1.0478320275234065,19.143208876920003,0,0,13.680836798801778
t,S,Western Metropolitan,3,1,1,8.6,73.96,2002,4008004,565910584,3589,5.0689042022202315,4.927253685157205,1.0478320275234065,12.601325640851508,0,0,13.235693848424024
h,S,Northern Metropolitan,3,1,1,14.0,196.0,1960,3841600,1060398592,4294,0.0,4.61512051684126,1.0478320275234065,17.085136001634556,0,0,13.017005083966255
h,S,Northern Metropolitan,3,1,1,5.2,27.040000000000003,1920,3686400,1512046592,11918,5.777652323222656,4.68213122712422,1.0478320275234065,8.407409264124407,0,0,13.928840136128022
h,S,Northern Metropolitan,2,1,0,5.2,27.040000000000003,1922,3694084,1489905144,11918,5.2832037287379885,4.624972813284271,1.0478320275234065,8.52265169087206,0,0,13.919871474189012
h,S,Northern Metropolitan,4,3,6,5.2,27.040000000000003,1950,3802500,1175059592,11918,6.598509028614515,5.476463551931511,1.0478320275234065,7.774942765240762,0,0,14.397726736475999
u,SP,Northern Metropolitan,1,1,1,4.0,16.0,2011,4044121,457207261,5533,0.0,3.912023005428146,1.0478320275234065,6.568896988646849,0,0,12.875185809078062
h,S,Northern Metropolitan,5,2,2,12.1,146.41,1991,3964081,697449321,10175,6.4425401664681985,5.594711379601839,1.0478320275234065,25.156605715199404,0,0,13.81451105863119
u,S,Southern Metropolitan,2,1,2,10.1,102.00999999999999,1975,3900625,886200217,7822,0.0,4.465908118654584,1.0478320275234065,15.979220243400409,0,0,13.587355721107137
h,VB,Southern Metropolitan,3,1,2,10.1,102.00999999999999,1990,3960100,709335592,7822,5.220355825078324,4.897839799950911,1.0478320275234065,18.348308797186313,0,0,13.864301674514206
u,PI,Southern Metropolitan,2,1,1,7.8,60.839999999999996,2007,4028049,505640249,6923,6.705639094860003,4.48863636973214,1.0478320275234065,9.843984957457966,0,0,13.321215875492413
u,S,South-Eastern Metropolitan,2,1,2,27.0,729.0,1980,3920400,827542592,3906,5.631211781821365,4.653960350157523,1.0478320275234065,39.88765385079091,0,0,13.367661298303675
h,PI,Southern Metropolitan,3,1,2,17.9,320.40999999999997,1970,3880900,944561592,9758,6.29156913955832,5.135798437050262,1.0478320275234065,28.177845156097163,0,0,13.864301674514206
h,S,Northern Metropolitan,3,1,2,6.7,44.89,1930,3724900,1400877592,11204,6.363028103540465,4.969813299576001,1.0478320275234065,10.12215571680376,0,0,14.06627005452127
h,S,Northern Metropolitan,2,1,0,2.0,4.0,1890,3572100,1838665592,4553,0.0,4.553876891600541,1.0478320275234065,5.640569919117669,0,0,13.8924725250259
h,S,Northern Metropolitan,3,2,2,20.6,424.36000000000007,1999,3996001,601928593,15510,6.484635235635252,5.225746673713202,1.0478320275234065,26.508007671733143,0,0,13.317109100286022
h,S,Northern Metropolitan,3,2,2,20.6,424.36000000000007,2008,4032064,493550080,15510,6.1070228877422545,5.017279836814924,1.0478320275234065,28.23315665868815,0,0,13.122365377402328
h,S,Northern Metropolitan,3,2,2,20.6,424.36000000000007,2014,4056196,420755848,15510,5.860786223465865,5.087596335232384,1.0478320275234065,31.607850642423685,0,0,13.1421679654829
h,S,Northern Metropolitan,4,2,2,20.6,424.36000000000007,2011,4044121,457207261,15510,6.1070228877422545,5.241747015059643,1.0478320275234065,30.53861841540815,0,0,13.292107839753712
h,S,South-Eastern Metropolitan,3,1,1,24.7,610.0899999999999,1960,3841600,1060398592,10894,6.570882962339584,4.983606621708336,1.0478320275234065,42.981896263307036,0,0,13.41354083387756
h,S,South-Eastern Metropolitan,5,2,4,24.7,610.0899999999999,1970,3880900,944561592,8322,6.659293919683638,5.231108616854587,1.0478320275234065,36.81382337461314,0,0,13.704580114574805
h,S,Western Metropolitan,4,2,2,18.0,324.0,1995,3980025,649784717,2898,5.84354441703136,4.671893818030999,1.0478320275234065,27.381293418641096,0,0,13.132315688453556
h,S,Eastern Metropolitan,5,3,2,12.4,153.76000000000002,1975,3900625,886200217,9028,6.747586526829315,5.375278407684165,1.0478320275234065,20.365758326752307,0,0,14.240778946963175
t,S,Eastern Metropolitan,3,1,2,14.3,204.49,2010,4040100,469333592,10999,0.0,4.804021044733257,1.0478320275234065,21.675570050984767,0,0,13.61217085943569
h,S,Eastern Metropolitan,4,3,2,14.3,204.49,1980,3920400,827542592,10999,6.035481432524756,5.318119993844216,1.0478320275234065,19.881164190743764,0,0,14.141211419624977
h,S,South-Eastern Metropolitan,2,1,2,28.8,829.44,1960,3841600,1060398592,3533,6.3818160174060985,4.31748811353631,1.0478320275234065,44.641933067222496,0,0,13.065795142315812
u,S,Northern Metropolitan,1,1,1,1.3,1.6900000000000002,1990,3960100,709335592,3040,0.0,4.110873864173311,1.0478320275234065,2.7795368003292285,0,0,13.704580114574805
u,S,South-Eastern Metropolitan,2,1,2,27.0,729.0,2000,4000000,589934592,2546,5.41610040220442,4.653960350157523,1.0478320275234065,38.728541459697446,0,0,13.49254805258237
h,S,Southern Metropolitan,3,2,2,7.2,51.84,1900,3610000,1730934592,4898,6.129050210060545,5.111987788356544,1.0478320275234065,11.644606138078307,0,0,14.496079462646344
t,S,Southern Metropolitan,3,1,2,7.2,51.84,1965,3861225,1002627467,4898,7.2485040723706105,4.770684624465665,1.0478320275234065,12.055261586675877,0,0,13.997832948091215
u,S,Southern Metropolitan,2,1,1,7.2,51.84,1970,3880900,944561592,8989,6.45833828334479,4.30406509320417,1.0478320275234065,10.122102437983035,0,0,13.353476685668044
h,S,Western Metropolitan,3,1,2,8.2,67.24,1925,3705625,1456606467,1308,6.699500340161678,5.030437921392435,1.0478320275234065,13.097171199823263,0,0,14.24404159046902
h,PI,Northern Metropolitan,2,1,1,13.1,171.60999999999999,1950,3802500,1175059592,5070,6.659293919683638,4.634728988229636,1.0478320275234065,12.531485628349639,0,0,13.629182184591333
h,SP,Eastern Metropolitan,3,1,2,24.8,615.0400000000001,1955,3822025,1117875717,10788,6.876264611890766,4.77912349311153,1.0478320275234065,36.64638806641189,0,0,13.51440681653079
u,PI,Western Metropolitan,2,1,1,5.1,26.009999999999998,2007,4028049,505640249,7570,7.554858521040676,4.709530201312334,1.0478320275234065,7.105590328246239,0,0,12.971542813248437
h,PI,Western Metropolitan,3,1,3,5.1,26.009999999999998,1880,3534400,1945262592,7570,5.746203190540153,4.672828834461906,1.0478320275234065,8.177369889889047,0,0,13.710151153416941
h,S,Western Metropolitan,4,1,3,5.1,26.009999999999998,1920,3686400,1512046592,7570,6.102558594613569,4.631812116934513,1.0478320275234065,8.348795692169205,0,0,13.700100828786772
h,S,Eastern Metropolitan,3,1,1,15.4,237.16000000000003,1960,3841600,1060398592,4385,6.3818160174060985,4.74493212836325,1.0478320275234065,21.655914989542254,0,0,13.826451487121803
u,VB,Southern Metropolitan,2,1,1,7.3,53.29,1970,3880900,944561592,10412,5.303304908059076,4.143134726391533,1.0478320275234065,12.607379532028437,0,0,13.270785106659046
u,S,Southern Metropolitan,2,1,1,7.3,53.29,1970,3880900,944561592,10412,7.004881989712859,4.30406509320417,1.0478320275234065,12.58715167584019,0,0,13.160624014447382
u,S,Eastern Metropolitan,2,1,1,16.7,278.89,2012,4048144,445068864,15321,5.846438775057725,4.795790545596741,1.0478320275234065,26.174956091421723,0,0,13.393917592315308
h,S,Eastern Metropolitan,5,2,3,16.7,278.89,1975,3900625,886200217,15321,6.478509642208569,5.030437921392435,1.0478320275234065,28.716557889507538,0,0,13.982719322971512
u,PI,Eastern Metropolitan,3,2,2,16.7,278.89,1996,3984016,637838656,15321,5.902633333401366,4.8283137373023015,1.0478320275234065,26.619017841736337,0,0,13.815511557963774
u,S,Northern Metropolitan,2,1,2,11.2,125.43999999999998,2000,4000000,589934592,8870,5.308267697401205,5.308267697401205,1.0478320275234065,16.20550220222424,0,0,13.108266481420335
h,SP,Northern Metropolitan,3,2,5,11.2,125.43999999999998,1960,3841600,1060398592,8870,6.4425401664681985,5.159055299214529,1.0478320275234065,15.670061464006501,0,0,13.753636218075409
u,S,Northern Metropolitan,2,1,1,11.2,125.43999999999998,2010,4040100,469333592,8870,4.976733742420574,4.30406509320417,1.0478320275234065,15.004381940263102,0,0,12.983103608918753
h,S,Northern Metropolitan,4,1,2,11.2,125.43999999999998,1960,3841600,1060398592,2606,6.481577129276431,5.0689042022202315,1.0478320275234065,12.682521169993365,0,0,13.51575725380498
h,S,Northern Metropolitan,3,1,2,11.2,125.43999999999998,1950,3802500,1175059592,2606,5.786897381366708,4.61512051684126,1.0478320275234065,13.249330708748124,0,0,13.217675375388819
t,S,Southern Metropolitan,3,2,2,13.8,190.44000000000003,2014,4056196,420755848,5454,5.3981627015177525,4.941642422609304,1.0478320275234065,17.186816994518917,0,0,14.155548572493503
h,S,Eastern Metropolitan,4,2,3,21.3,453.69000000000005,1957,3829849,1094920099,3794,6.687108607866515,5.198497031265826,1.0478320275234065,26.661132229617028,0,0,14.054921868833743
h,SP,Eastern Metropolitan,3,1,2,21.3,453.69000000000005,1950,3802500,1175059592,3794,6.542471960506805,4.867534450455582,1.0478320275234065,26.79824844441093,0,0,13.529162262303307
h,S,Southern Metropolitan,4,2,2,16.0,256.0,1998,3992004,613910600,4794,6.579251212010101,6.579251212010101,1.0478320275234065,21.52312476252403,0,0,14.24404159046902
h,PI,Western Metropolitan,4,2,4,18.0,324.0,1995,3980025,649784717,5556,6.670766320845874,5.4680601411351315,1.0478320275234065,31.938320076674795,0,0,13.45883704259595
h,S,Western Metropolitan,3,1,0,18.4,338.55999999999995,1986,3944196,756761336,13830,6.413458957167357,4.700480365792417,1.0478320275234065,29.151391455496906,0,0,13.161586013632684
h,SP,Western Metropolitan,4,2,2,18.4,338.55999999999995,1985,3940225,768587967,13830,6.523562306149512,5.327876168789581,1.0478320275234065,28.121089127132787,0,0,13.384729180332174
u,S,Southern Metropolitan,2,1,1,12.3,151.29000000000002,1970,3880900,944561592,3145,0.0,4.2626798770413155,1.0478320275234065,19.859177637517398,0,0,13.064736383209516
t,S,Eastern Metropolitan,2,1,2,7.8,60.839999999999996,2005,4020025,529784467,5549,5.438079308923196,4.736198448394496,1.0478320275234065,13.099440405115672,0,0,13.68767832281738
t,VB,Eastern Metropolitan,4,3,2,7.8,60.839999999999996,2016,4064256,396394496,5549,5.204006687076795,5.043425116919247,1.0478320275234065,13.202284177289563,0,0,13.800397935382136
h,SP,Northern Metropolitan,3,1,3,14.0,196.0,1960,3841600,1060398592,851,6.3784261836515865,4.532599493153256,1.0478320275234065,18.864014209139082,0,0,13.176853456625999
h,S,Western Metropolitan,3,2,2,11.7,136.89,2000,4000000,589934592,5629,6.507277712385012,5.117993812416755,1.0478320275234065,17.04497946901121,0,0,13.729953758926653
u,S,Southern Metropolitan,2,1,2,5.4,29.160000000000004,1887,3560769,1870763489,10331,0.0,4.51085950651685,1.0478320275234065,8.928434776628112,0,0,13.28957298843418
h,S,Western Metropolitan,3,2,3,14.0,196.0,1980,3920400,827542592,2878,6.298949246855942,4.681204872264089,1.0478320275234065,25.179249751969053,0,0,13.244582780038517
h,S,Northern Metropolitan,3,1,2,16.3,265.69,1970,3880900,944561592,8279,6.284134161070802,4.653960350157523,1.0478320275234065,24.021045911612383,0,0,13.235693848424024
h,SP,Western Metropolitan,3,1,2,6.4,40.96000000000001,1950,3802500,1175059592,3873,6.261491684321042,4.551980357473973,1.0478320275234065,11.30210002732852,0,0,13.431319053559353
h,S,Western Metropolitan,3,1,5,6.4,40.96000000000001,1930,3724900,1400877592,3873,6.483107351457199,4.700480365792417,1.0478320275234065,9.753884594612718,0,0,13.820499094499693
h,S,Western Metropolitan,2,1,2,6.4,40.96000000000001,1990,3960100,709335592,3873,5.746203190540153,4.499809670330265,1.0478320275234065,10.934254663259201,0,0,13.056225711649638
t,S,Western Metropolitan,3,2,2,4.3,18.49,2000,4000000,589934592,4918,4.5217885770490405,4.890349128221754,1.0478320275234065,11.256525556964807,0,0,13.369225017834633
u,S,Northern Metropolitan,3,1,1,17.4,302.75999999999993,1990,3960100,709335592,4704,6.490723534502507,4.553876891600541,1.0478320275234065,21.333175313706157,0,0,12.948012371209098
h,S,Northern Metropolitan,3,2,2,17.9,320.40999999999997,1980,3920400,827542592,10529,6.401917196727186,4.867534450455582,1.0478320275234065,26.822186734081882,0,0,13.493928313146206
h,S,Eastern Metropolitan,3,1,2,17.2,295.84,1950,3802500,1175059592,6871,6.652863029353347,4.894850261102546,1.0478320275234065,22.9321506647769,0,0,13.911730323969618
t,S,Eastern Metropolitan,4,3,2,17.2,295.84,2000,4000000,589934592,6871,5.926926025970411,5.14166355650266,1.0478320275234065,20.94063568066605,0,0,13.738630593541341
u,S,Western Metropolitan,1,1,1,6.2,38.440000000000005,2015,4060225,408581217,6232,0.0,4.02535169073515,1.0478320275234065,8.477999237587255,0,0,12.799402253235032
u,S,South-Eastern Metropolitan,1,1,1,21.5,462.25,1978,3912484,851041240,3650,4.060443010546419,3.7612001156935624,1.0478320275234065,32.96967383224586,0,0,12.6410997921206
u,S,Eastern Metropolitan,2,1,1,14.2,201.64,1970,3880900,944561592,13366,5.087596335232384,4.418840607796598,1.0478320275234065,21.533695900203952,0,0,13.322853874813605
h,S,South-Eastern Metropolitan,3,2,2,18.8,353.44000000000005,2005,4020025,529784467,7113,5.288267030694535,4.890349128221754,1.0478320275234065,32.03962151944127,0,0,13.534474352733596
h,S,South-Eastern Metropolitan,3,2,2,18.8,353.44000000000005,1960,3841600,1060398592,7113,6.075346031088684,4.653960350157523,1.0478320275234065,30.698278323863732,0,0,13.611557927284023
h,VB,Western Metropolitan,3,2,3,6.2,38.440000000000005,1940,3763600,1288550592,5498,6.1092475827643655,5.045358730154642,1.0478320275234065,9.952147520459183,0,0,13.910821646859095
h,SP,Western Metropolitan,4,2,2,10.4,108.16000000000001,1975,3900625,886200217,2291,6.478509642208569,5.099866427824199,1.0478320275234065,16.0144413432942,0,0,13.937729075643883
h,S,Western Metropolitan,4,2,1,10.4,108.16000000000001,2008,4032064,493550080,2291,5.602118820879701,5.191511362230227,1.0478320275234065,14.300932619974684,0,0,13.821493623677112
u,S,South-Eastern Metropolitan,2,1,3,22.7,515.29,1998,3992004,613910600,11806,5.288267030694535,4.418840607796598,1.0478320275234065,37.55625462790172,0,0,13.005831808336863
h,SP,South-Eastern Metropolitan,3,1,1,22.7,515.29,1970,3880900,944561592,11806,6.403574197934815,4.875197323201151,1.0478320275234065,36.87498349241942,0,0,13.384729180332174
u,SP,Northern Metropolitan,2,1,1,1.8,3.24,2010,4040100,469333592,6821,0.0,3.9889840465642745,1.0478320275234065,3.114340646844211,0,0,13.049794835104816
h,S,Northern Metropolitan,3,1,1,5.3,28.09,1920,3686400,1512046592,11364,5.968707559985366,4.727387818712341,1.0478320275234065,9.741802226271545,0,0,14.104442598879876
h,S,South-Eastern Metropolitan,4,2,2,15.5,240.25,2010,4040100,469333592,3692,6.326149473155099,5.497168225293202,1.0478320275234065,23.08582442884186,0,0,14.144815024531075
t,PI,Northern Metropolitan,2,1,1,8.5,72.25,2012,4048144,445068864,7485,4.867534450455582,4.492001487882454,1.0478320275234065,11.307260853764319,0,0,13.1421679654829
u,SP,Northern Metropolitan,2,1,1,8.5,72.25,2008,4032064,493550080,7485,5.10594547390058,4.403054001865957,1.0478320275234065,13.076403844494335,0,0,13.217675375388819
u,S,Northern Metropolitan,2,1,1,8.5,72.25,2010,4040100,469333592,7485,4.6443908991413725,4.718498871295094,1.0478320275234065,12.399520656705182,0,0,13.270785106659046
u,PI,Northern Metropolitan,1,1,1,8.4,70.56,1965,3861225,1002627467,14577,6.448889394146858,3.5553480614894135,1.0478320275234065,11.710602290995283,0,0,12.429220196836383
u,S,Northern Metropolitan,1,1,1,8.4,70.56,1965,3861225,1002627467,14577,6.4457198193855785,3.7376696182833684,1.0478320275234065,12.104582901925257,0,0,12.879019669789754
u,SP,Northern Metropolitan,1,1,1,8.4,70.56,2000,4000000,589934592,14577,4.634728988229636,3.784189633918261,1.0478320275234065,13.32771266861143,0,0,13.132315688453556
h,S,Northern Metropolitan,3,1,3,8.4,70.56,1925,3705625,1456606467,14577,5.986452005284438,4.68213122712422,1.0478320275234065,14.029782199843071,0,0,13.795308871054397
h,PI,Northern Metropolitan,2,1,1,12.0,144.0,1965,3861225,1002627467,21650,4.499809670330265,4.189654742026425,1.0478320275234065,15.458896359510483,0,0,12.676079399771027
t,SP,Northern Metropolitan,2,2,1,12.0,144.0,2010,4040100,469333592,21650,0.0,4.74493212836325,1.0478320275234065,16.28888632565763,0,0,13.333435966916156
u,S,Northern Metropolitan,2,1,1,2.4,5.76,2011,4044121,457207261,14949,8.164225652265827,3.9512437185814275,1.0478320275234065,3.9633517330346195,0,0,12.945628585536271
u,S,Northern Metropolitan,2,2,2,2.4,5.76,1940,3763600,1288550592,14949,4.532599493153256,4.955827057601261,1.0478320275234065,3.9733238545391405,0,0,14.326836656471887
u,SP,Northern Metropolitan,2,2,1,2.4,5.76,2011,4044121,457207261,14949,0.0,4.356708826689592,1.0478320275234065,4.123814205630212,0,0,13.437175577097312
h,S,Eastern Metropolitan,3,2,2,19.9,396.00999999999993,1975,3900625,886200217,7785,6.823286122355687,4.983606621708336,1.0478320275234065,28.49714363709175,0,0,13.690515200933422
h,S,Eastern Metropolitan,3,2,2,19.9,396.00999999999993,1977,3908529,862772759,7785,6.480044561926653,5.093750200806762,1.0478320275234065,27.90832308970189,0,0,13.721200977393528
h,S,Southern Metropolitan,3,2,1,15.2,231.04,1950,3802500,1175059592,4497,5.968707559985366,4.836281906951478,1.0478320275234065,20.2031703206491,0,0,14.316892328595602
h,S,Eastern Metropolitan,4,2,2,22.2,492.84,1970,3880900,944561592,2206,7.034387929915503,5.030437921392435,1.0478320275234065,33.20630459893877,0,0,13.854732232655556
h,S,Eastern Metropolitan,4,2,2,22.2,492.84,1985,3940225,768587967,2206,6.8679744089702925,5.19295685089021,1.0478320275234065,31.52343992021192,0,0,13.928840136128022
u,S,Southern Metropolitan,1,1,1,2.7,7.290000000000001,1960,3841600,1060398592,14887,0.0,3.784189633918261,1.0478320275234065,5.042869324654767,0,0,12.948012371209098
u,VB,Southern Metropolitan,2,2,0,2.7,7.290000000000001,2014,4056196,420755848,14887,0.0,4.1588830833596715,1.0478320275234065,5.863923889131867,0,0,13.038983942375959
u,S,Southern Metropolitan,2,2,2,2.7,7.290000000000001,1995,3980025,649784717,14887,0.0,4.897839799950911,1.0478320275234065,6.814228476531546,0,0,14.108180918195472
h,PI,South-Eastern Metropolitan,3,1,2,22.2,492.84,1980,3920400,827542592,4054,6.459904454377535,4.663439094112067,1.0478320275234065,35.73796366867769,0,0,13.45883704259595
u,S,Southern Metropolitan,1,1,1,5.0,25.0,1971,3884841,932912981,13240,0.0,3.912023005428146,1.0478320275234065,8.428391770765625,0,0,12.793862088206213
h,S,Western Metropolitan,4,1,2,8.2,67.24,1960,3841600,1060398592,3284,6.621405651764134,5.225746673713202,1.0478320275234065,12.879168010081592,0,0,14.014362236381235
h,S,Western Metropolitan,3,1,3,31.7,1004.89,1975,3900625,886200217,14092,6.520621127558696,4.852030263919617,1.0478320275234065,47.83469956464087,0,0,13.122365377402328
h,S,Western Metropolitan,3,1,4,31.7,1004.89,1994,3976036,661718808,14092,6.408528791059498,4.574710978503383,1.0478320275234065,48.36073802087358,0,0,12.989976472461
t,SP,Western Metropolitan,4,2,1,10.5,110.25,2005,4020025,529784467,4217,5.648974238161206,5.207297968160868,1.0478320275234065,16.15558733900932,0,0,13.384729180332174
t,PI,Western Metropolitan,3,2,1,10.5,110.25,1999,3996001,601928593,6763,5.883322388488279,3.332204510175204,1.0478320275234065,16.53728455665244,0,0,13.329379172803593
h,S,Western Metropolitan,4,2,2,18.0,324.0,2000,4000000,589934592,3640,6.925595197110468,5.056245805348308,1.0478320275234065,31.237766842395494,0,0,13.51440681653079
h,S,Western Metropolitan,4,2,2,18.4,338.55999999999995,2006,4024036,517718376,10160,5.918893854273146,5.056245805348308,1.0478320275234065,31.45252724438834,0,0,13.046563821483023
h,S,Western Metropolitan,3,2,2,18.4,338.55999999999995,2009,4036081,481447863,10160,5.993961427306569,5.0369526024136295,1.0478320275234065,26.244417147253774,0,0,13.180634172318978
h,S,Western Metropolitan,3,2,2,18.4,338.55999999999995,2012,4048144,445068864,10160,5.7899601708972535,5.093750200806762,1.0478320275234065,29.116662541341928,0,0,13.008076473152153
h,S,Western Metropolitan,3,2,2,18.0,324.0,2005,4020025,529784467,4242,5.966146739123692,5.087596335232384,1.0478320275234065,28.56608036349924,0,0,13.161586013632684
h,SP,Western Metropolitan,3,2,1,18.0,324.0,2011,4044121,457207261,4242,5.840641657373398,4.787491742782046,1.0478320275234065,29.50972278787099,0,0,13.180634172318978
h,S,Western Metropolitan,5,3,2,18.0,324.0,2011,4044121,457207261,4242,6.111467339502679,5.564520407322694,1.0478320275234065,29.460287307959156,0,0,13.494617729665181
t,S,Western Metropolitan,3,2,2,15.5,240.25,2004,4016016,541838528,5336,5.293304824724492,4.969813299576001,1.0478320275234065,29.02248905472922,0,0,13.126357390703754
h,S,Eastern Metropolitan,4,2,4,12.4,153.76000000000002,1970,3880900,944561592,5420,6.593044534142437,5.484796933490655,1.0478320275234065,19.520957340872975,0,0,14.010255457801716
t,S,Eastern Metropolitan,2,1,1,12.4,153.76000000000002,2005,4020025,529784467,5420,5.384495062789089,4.7535901911063645,1.0478320275234065,21.02137053726245,0,0,13.502170106720037
h,S,Northern Metropolitan,3,1,2,15.3,234.09000000000003,1965,3861225,1002627467,7955,6.371611847231857,4.804021044733257,1.0478320275234065,21.339888010742534,0,0,13.355062726308148
h,SP,Northern Metropolitan,3,1,0,7.0,49.0,1930,3724900,1400877592,8870,5.983936280687191,4.736198448394496,1.0478320275234065,10.057791758715389,0,0,13.919871474189012
u,SP,Southern Metropolitan,2,1,1,4.1,16.81,1935,3744225,1344859217,7217,0.0,4.442651256490317,1.0478320275234065,6.337124266737851,0,0,13.507627138738266
h,S,Western Metropolitan,3,1,1,12.9,166.41,1960,3841600,1060398592,3296,6.658011045870748,4.727387818712341,1.0478320275234065,19.222974246135752,0,0,13.619496890582589
h,S,Eastern Metropolitan,3,1,1,17.2,295.84,1970,3880900,944561592,4181,6.483107351457199,4.787491742782046,1.0478320275234065,24.355156638380418,0,0,13.803438988875241
t,S,Eastern Metropolitan,3,1,2,14.7,216.08999999999997,2001,4004001,577928591,7082,5.135798437050262,4.955827057601261,1.0478320275234065,30.44340327260834,0,0,13.353476685668044
h,S,Northern Metropolitan,3,1,1,14.5,210.25,1975,3900625,886200217,2329,6.395261598115449,4.657762636107262,1.0478320275234065,23.236737205704586,0,0,13.629182184591333
h,S,Northern Metropolitan,3,1,2,14.5,210.25,1974,3896676,897896168,1442,6.398594934535208,4.7535901911063645,1.0478320275234065,25.142124333929125,0,0,13.47302165746721
h,S,Western Metropolitan,3,1,2,14.7,216.08999999999997,1960,3841600,1060398592,16166,6.3080984415095305,4.564348191467836,1.0478320275234065,33.769387941721234,0,0,12.855792879125431
h,S,Western Metropolitan,4,2,2,14.7,216.08999999999997,2012,4048144,445068864,16166,5.883322388488279,5.003946305945459,1.0478320275234065,38.69393050442674,0,0,13.045484492893253
h,SP,Western Metropolitan,3,1,3,14.7,216.08999999999997,1980,3920400,827542592,16166,6.342121418721152,4.804021044733257,1.0478320275234065,33.16567927465692,0,0,13.021439671201302
h,S,Western Metropolitan,4,2,2,14.7,216.08999999999997,2014,4056196,420755848,16166,6.255750041753367,5.308267697401205,1.0478320275234065,38.46471250145024,0,0,13.407543823396258
h,SP,Western Metropolitan,3,1,1,14.7,216.08999999999997,1960,3841600,1060398592,16166,6.452048954437226,4.48863636973214,1.0478320275234065,34.517714131333975,0,0,13.091906231773164
h,SP,Western Metropolitan,4,2,1,14.7,216.08999999999997,2003,4012009,553880565,16166,6.2766434893416445,4.997212273764115,1.0478320275234065,35.80275498174235,0,0,13.1421679654829
h,S,Western Metropolitan,3,1,2,6.4,40.96000000000001,1910,3648100,1622063592,5058,5.598421958998375,4.718498871295094,1.0478320275234065,8.908439461134321,0,0,13.652992804936396
h,S,Western Metropolitan,4,2,0,6.8,46.239999999999995,1900,3610000,1730934592,6380,5.484796933490655,5.14166355650266,1.0478320275234065,9.005897810443752,0,0,14.180154365996387
h,SP,Western Metropolitan,2,1,3,6.3,39.69,1940,3763600,1288550592,6543,6.139884552226255,4.824305715904762,1.0478320275234065,6.992681631763798,0,0,13.710151153416941
h,S,Western Metropolitan,4,2,2,6.3,39.69,1955,3822025,1117875717,6543,6.102558594613569,5.030437921392435,1.0478320275234065,6.881766308875431,0,0,14.156971046828328
t,S,Western Metropolitan,3,2,1,10.4,108.16000000000001,2005,4020025,529784467,3464,5.278114659230517,5.262690188904886,1.0478320275234065,15.699705071429841,0,0,13.567050480716235
h,SP,Western Metropolitan,3,1,3,14.0,196.0,1980,3920400,827542592,1899,6.340359303727752,4.844187086458591,1.0478320275234065,24.718216845856787,0,0,13.22672519452875
t,PI,Western Metropolitan,3,2,2,10.5,110.25,2014,4056196,420755848,2185,5.170483995038151,4.709530201312334,1.0478320275234065,15.697148855193424,0,0,13.270785106659046
h,S,Western Metropolitan,3,1,2,12.8,163.84000000000003,1960,3841600,1060398592,1281,6.548219102762372,4.634728988229636,1.0478320275234065,18.226729436151548,0,0,13.348703414510117
h,S,Southern Metropolitan,4,2,3,10.2,104.03999999999999,1970,3880900,944561592,2894,6.505784060128229,5.327876168789581,1.0478320275234065,17.69269053492318,0,0,14.24729362374025
h,S,Southern Metropolitan,4,2,2,9.7,94.08999999999999,1938,3755844,1311108920,7809,6.406879986069314,5.049856007249537,1.0478320275234065,12.54408342430888,0,0,14.377979984682511
h,S,Eastern Metropolitan,3,1,1,23.2,538.24,1970,3880900,944561592,5030,6.052089168924417,4.553876891600541,1.0478320275234065,29.316057338615355,0,0,13.314636915215106
t,S,Southern Metropolitan,3,3,2,11.4,129.96,2014,4056196,420755848,6795,5.730099782973574,5.181783550292085,1.0478320275234065,19.383506804719843,0,0,14.176676104039727
t,S,Southern Metropolitan,3,2,2,13.8,190.44000000000003,1960,3841600,1060398592,10969,6.507277712385012,4.9344739331306915,1.0478320275234065,21.73759917127191,0,0,14.04662307257814
